vernacular,scientific,size,wingspan,order,family,map_url,image_url,audio_url
Ganga cata,Pterocles alchata,39 cm,54 à 65 cm.,Pterocliformes,Pteroclidés,,"['https://www.oiseaux.net/photos/yoram.shpirer/images/id/ganga.cata.yosh.2p.152.h.jpg', 'https://www.oiseaux.net/photos/dominique.marques/images/id/ganga.cata.doma.1p.152.h.jpg', 'https://www.oiseaux.net/photos/yael.shiff/images/id/ganga.cata.yash.7p.152.h.jpg', 'https://www.oiseaux.net/photos/vincent.palomares/images/id/ganga.cata.vipa.4p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/ganga.cata.juda.1p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/ganga.cata.juda.3p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/ganga.cata.mafa.8p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/ganga.cata.mafa.9p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/ganga.cata.mafa.10p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.buysse/images/ganga.cata.dibu.2p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.buysse/images/ganga.cata.dibu.1p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.et.fabienne.vernaudon/images/ganga.cata.mver.1p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/ganga.cata.mafa.2p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/ganga.cata.mafa.5p.152.h.jpg']",https://www.oiseaux.net/chant/jean.roche/ganga.cata.1.mp3
Rémiz penduline,Remiz pendulinus,11 cm,-,Passériformes,Rémizidés,,"['https://www.oiseaux.net/photos/richard.striebel/images/id/remiz.penduline.rist.1p.152.h.jpg', 'https://www.oiseaux.net/photos/catherine.et.bernard.lanneluc/images/id/remiz.penduline.cala.2p.152.h.jpg', 'https://www.oiseaux.net/photos/jules.fouarge/images/id/remiz.penduline.jufo.1p.152.h.jpg', 'https://www.oiseaux.net/photos/christophe.mercier/images/id/remiz.penduline.chme.12p.152.h.jpg', 'https://www.oiseaux.net/photos/francois.granja/images/id/remiz.penduline.frgr.4p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-pierre.trouillas/images/id/remiz.penduline.jptr.4p.152.h.jpg', 'https://www.oiseaux.net/photos/titouan.roguet/images/id/remiz.penduline.tiro.2p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-marc.rabby/images/id/remiz.penduline.jmra.4p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/id/remiz.penduline.auau.4p.152.h.jpg', 'https://www.oiseaux.net/photos/cyril.vathelet/images/id/remiz.penduline.cyva.1p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/id/remiz.penduline.mafa.3p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/id/remiz.penduline.auau.6p.152.h.jpg', 'https://www.oiseaux.net/photos/thierry.tancrez/images/id/remiz.penduline.thta.3p.152.h.jpg', 'https://www.oiseaux.net/photos/thierry.tancrez/images/id/remiz.penduline.thta.1p.152.h.jpg', 'https://www.oiseaux.net/photos/jules.fouarge/images/id/remiz.penduline.jufo.8p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.declercq/images/id/remiz.penduline.mdec.3p.152.h.jpg', 'https://www.oiseaux.net/photos/christophe.mercier/images/id/remiz.penduline.chme.16p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-louis.corsin/images/id/remiz.penduline.jlco.4p.152.h.jpg']",https://www.oiseaux.net/chant/jean.roche/remiz.penduline.1.mp3
Chevalier grivelé,Actitis macularius,20 cm,37 à 40 cm.,Charadriiformes,Scolopacidés,,"['https://www.oiseaux.net/photos/lars.petersson/images/id/chevalier.grivele.lape.6p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.carre/images/id/chevalier.grivele.mica.1p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.lamarche/images/id/chevalier.grivele.mila.8p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.lamarche/images/id/chevalier.grivele.mila.6p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.lamarche/images/id/chevalier.grivele.mila.2p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.giraud-audine/images/id/chevalier.grivele.miga.1p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/id/chevalier.grivele.mafa.1p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.michel/images/id/chevalier.grivele.hemi.1p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.lamarche/images/id/chevalier.grivele.mila.3p.152.h.jpg', 'https://www.oiseaux.net/photos/matthieu.canevet/images/id/chevalier.grivele.maca.3p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-marc.rabby/images/id/chevalier.grivele.jmra.1p.152.h.jpg', 'https://www.oiseaux.net/photos/ghislain.riou/images/id/chevalier.grivele.ghri.1p.152.h.jpg', 'https://www.oiseaux.net/photos/xavier.oudard/images/id/chevalier.grivele.xaou.1p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.lamarche/images/id/chevalier.grivele.mila.10p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/id/chevalier.grivele.jefe.2p.152.h.jpg']",https://www.oiseaux.net/chant/stanislas.wroza/chevalier.grivele.844793.mp3
Macareux cornu,Fratercula corniculata,41 cm,56 à 58 cm.,Charadriiformes,Alcidés,,"['https://www.oiseaux.net/photos/lars.petersson/images/macareux.cornu.lape.2p.152.h.jpg', 'https://www.oiseaux.net/photos/lars.petersson/images/macareux.cornu.lape.3p.152.h.jpg', 'https://www.oiseaux.net/photos/lars.petersson/images/macareux.cornu.lape.4p.152.h.jpg', 'https://www.oiseaux.net/photos/lars.petersson/images/macareux.cornu.lape.5p.152.h.jpg', 'https://www.oiseaux.net/photos/lars.petersson/images/macareux.cornu.lape.6p.152.h.jpg', 'https://www.oiseaux.net/photos/lars.petersson/images/macareux.cornu.lape.7p.152.h.jpg', 'https://www.oiseaux.net/photos/lars.petersson/images/macareux.cornu.lape.8p.152.h.jpg', 'https://www.oiseaux.net/photos/lars.petersson/images/macareux.cornu.lape.9p.152.h.jpg', 'https://www.oiseaux.net/photos/lars.petersson/images/macareux.cornu.lape.10p.152.h.jpg']",
Martinet cafre,Apus caffer,14 cm,-,Apodiformes,Apodidés,,"['https://www.oiseaux.net/photos/antoine.coulondre/images/martinet.cafre.anco.2p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/martinet.cafre.mafa.2p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/martinet.cafre.juda.1p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/martinet.cafre.juda.2p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/martinet.cafre.juda.4p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/martinet.cafre.juda.5p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/martinet.cafre.juda.6p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/martinet.cafre.juda.7p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/martinet.cafre.juda.9p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/martinet.cafre.mafa.3p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-claude.jamoulle/images/martinet.cafre.jcja.3p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-claude.jamoulle/images/martinet.cafre.jcja.2p.152.h.jpg', 'https://www.oiseaux.net/photos/raphael.jordan/images/martinet.cafre.rajo.1p.152.h.jpg', 'https://www.oiseaux.net/photos/dominique.marques/images/martinet.cafre.doma.1p.152.h.jpg']",https://www.oiseaux.net/chant/stanislas.wroza/martinet.cafre.423915.mp3
Bec-en-ciseaux noir,Rynchops niger,46 cm,107 à 127 cm.,Charadriiformes,Laridés,https://www.oiseaux.net/maps/images/bec-en-ciseaux.noir.200.w.jpg,"['https://www.oiseaux.net/photos/paul.van.giersbergen/images/id/bec-en-ciseaux.noir.pava.2p.152.h.jpg', 'https://www.oiseaux.net/photos/bob.moul/images/id/bec-en-ciseaux.noir.bomo.2p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/id/bec-en-ciseaux.noir.jefe.2p.152.h.jpg', 'https://www.oiseaux.net/photos/loic.epelboin/images/id/bec-en-ciseaux.noir.loep.10p.152.h.jpg', 'https://www.oiseaux.net/photos/frederic.pelsy/images/id/bec-en-ciseaux.noir.frpe.1p.152.h.jpg', 'https://www.oiseaux.net/photos/gerard.vigo/images/id/bec-en-ciseaux.noir.gevi.3p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.lamarche/images/id/bec-en-ciseaux.noir.mila.13p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.lamarche/images/id/bec-en-ciseaux.noir.mila.11p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.lamarche/images/id/bec-en-ciseaux.noir.mila.19p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/id/bec-en-ciseaux.noir.auau.3p.152.h.jpg', 'https://www.oiseaux.net/photos/regine.le.courtois.nivart/images/id/bec-en-ciseaux.noir.rlcn.3p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.lamarche/images/id/bec-en-ciseaux.noir.mila.5p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.buysse/images/id/bec-en-ciseaux.noir.dibu.1p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.lamarche/images/id/bec-en-ciseaux.noir.mila.4p.152.h.jpg', 'https://www.oiseaux.net/photos/michel.lamarche/images/id/bec-en-ciseaux.noir.mila.18p.152.h.jpg']",https://www.oiseaux.net/chant/manuel.grosselet/bec-en-ciseaux.noir.520052.mp3
Goéland à ailes grises,Larus glaucescens,68 cm,132 à 137 cm.,Charadriiformes,Laridés,,"['https://www.oiseaux.net/photos/raphael.jordan/images/id/goeland.a.ailes.grises.rajo.1p.152.h.jpg', 'https://www.oiseaux.net/photos/samuel.marlin/images/id/goeland.a.ailes.grises.sama.2p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/id/goeland.a.ailes.grises.auau.5p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.michel/images/goeland.a.ailes.grises.hemi.1p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/goeland.a.ailes.grises.stan.1p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/goeland.a.ailes.grises.stan.2p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/goeland.a.ailes.grises.stan.3p.152.h.jpg', 'https://www.oiseaux.net/photos/tony.rinaud/images/goeland.a.ailes.grises.tori.2p.152.h.jpg', 'https://www.oiseaux.net/photos/tony.rinaud/images/goeland.a.ailes.grises.tori.1p.152.h.jpg', 'https://www.oiseaux.net/photos/franck.ambrosini/images/goeland.a.ailes.grises.fram.4p.152.h.jpg', 'https://www.oiseaux.net/photos/frederic.baudat/images/goeland.a.ailes.grises.frba.3p.152.h.jpg', 'https://www.oiseaux.net/photos/frederic.baudat/images/goeland.a.ailes.grises.frba.1p.152.h.jpg', 'https://www.oiseaux.net/photos/franck.ambrosini/images/goeland.a.ailes.grises.fram.3p.152.h.jpg', 'https://www.oiseaux.net/photos/raphael.jordan/images/goeland.a.ailes.grises.rajo.2p.152.h.jpg', 'https://www.oiseaux.net/photos/yann.libessart/images/goeland.a.ailes.grises.yali.1p.152.h.jpg']",
Pie bavarde,Pica pica,50 cm,56 à 61 cm.,Passériformes,Corvidés,https://www.oiseaux.net/maps/images/pie.bavarde.200.w.jpg,"['https://www.oiseaux.net/photos/marc.fasol/images/id/pie.bavarde.mafa.8p.152.h.jpg', 'https://www.oiseaux.net/photos/rene.dumoulin/images/id/pie.bavarde.redu.13p.152.h.jpg', 'https://www.oiseaux.net/photos/regine.le.courtois.nivart/images/id/pie.bavarde.rlcn.4p.152.h.jpg', 'https://www.oiseaux.net/photos/robert.balestra/images/id/pie.bavarde.roba.3p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/id/pie.bavarde.auau.2p.152.h.jpg', 'https://www.oiseaux.net/photos/clement.stievenart/images/id/pie.bavarde.clst.2p.152.h.jpg', 'https://www.oiseaux.net/photos/clement.stievenart/images/id/pie.bavarde.clst.3p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/pie.bavarde.dico.2p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/pie.bavarde.dico.1p.152.h.jpg', 'https://www.oiseaux.net/photos/robert.hendrick/images/pie.bavarde.rohe.13p.152.h.jpg', 'https://www.oiseaux.net/photos/gilbert.blaising/images/pie.bavarde.gibl.7p.152.h.jpg', 'https://www.oiseaux.net/photos/tony.rinaud/images/pie.bavarde.tori.1p.152.h.jpg', 'https://www.oiseaux.net/photos/andrea.moneti/images/pie.bavarde.anmo.6p.152.h.jpg', 'https://www.oiseaux.net/photos/antoine.coulondre/images/pie.bavarde.anco.5p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.rabosee/images/pie.bavarde.dira.3p.152.h.jpg', 'https://www.oiseaux.net/photos/dominique.goumand/images/pie.bavarde.dogo.1p.152.h.jpg', 'https://www.oiseaux.net/photos/gilbert.blaising/images/pie.bavarde.gibl.9p.152.h.jpg']",https://www.oiseaux.net/chant/didier.collin/pie.bavarde.1.mp3
Goéland railleur,Chroicocephalus genei,44 cm,102 à 110 cm.,Charadriiformes,Laridés,https://www.oiseaux.net/maps/images/goeland.railleur.200.w.jpg,"['https://www.oiseaux.net/photos/gerard.cuchet/images/id/goeland.railleur.gecu.2p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.enoch/images/id/goeland.railleur.heen.1p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-claude.jamoulle/images/id/goeland.railleur.jcja.2p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/id/goeland.railleur.juda.2p.152.h.jpg', 'https://www.oiseaux.net/photos/lars.petersson/images/id/goeland.railleur.lape.7p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/id/goeland.railleur.mafa.7p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.enoch/images/id/goeland.railleur.heen.5p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.enoch/images/id/goeland.railleur.heen.3p.152.h.jpg', 'https://www.oiseaux.net/photos/vincent.palomares/images/id/goeland.railleur.vipa.7p.152.h.jpg', 'https://www.oiseaux.net/photos/christophe.mercier/images/id/goeland.railleur.chme.1p.152.h.jpg', 'https://www.oiseaux.net/photos/jacques.buvat/images/id/goeland.railleur.jabu.9p.152.h.jpg', 'https://www.oiseaux.net/photos/florent.lecourtier/images/id/goeland.railleur.flle.2p.152.h.jpg', 'https://www.oiseaux.net/photos/patrick.l.hoir/images/id/goeland.railleur.palh.2p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/id/goeland.railleur.mafa.9p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/id/goeland.railleur.auau.8p.152.h.jpg', 'https://www.oiseaux.net/photos/frederic.pelsy/images/id/goeland.railleur.frpe.1p.152.h.jpg']",https://www.oiseaux.net/chant/fernand.deroussen/goeland.railleur.141003.mp3
Labbe pomarin,Stercorarius pomarinus,51 cm,125 à 138 cm.,Charadriiformes,Stercorariidés,https://www.oiseaux.net/maps/images/labbe.pomarin.200.w.jpg,"['https://www.oiseaux.net/photos/patrick.ingremeau/images/id/labbe.pomarin.pain.1p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/id/labbe.pomarin.mafa.1p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-claude.jamoulle/images/id/labbe.pomarin.jcja.3p.152.h.jpg', 'https://www.oiseaux.net/photos/jacques.riviere/images/id/labbe.pomarin.jari.1p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/id/labbe.pomarin.stan.3p.152.h.jpg', 'https://www.oiseaux.net/photos/rene.lortie/images/id/labbe.pomarin.relo.1p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/labbe.pomarin.stan.1p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/labbe.pomarin.stan.2p.152.h.jpg', 'https://www.oiseaux.net/photos/vincent.palomares/images/labbe.pomarin.vipa.1p.152.h.jpg', 'https://www.oiseaux.net/photos/geoffroy.chabot/images/labbe.pomarin.gech.1p.152.h.jpg', 'https://www.oiseaux.net/photos/geoffroy.chabot/images/labbe.pomarin.gech.2p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/labbe.pomarin.mafa.2p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/labbe.pomarin.mafa.5p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/labbe.pomarin.mafa.4p.152.h.jpg']",
Coucou geai,Clamator glandarius,39 cm,58 à 66 cm.,Cuculiformes,Cuculidés,,"['https://www.oiseaux.net/photos/aurelien.audevard/images/id/coucou.geai.auau.2p.152.h.jpg', 'https://www.oiseaux.net/photos/florent.lecourtier/images/id/coucou.geai.flle.1p.152.h.jpg', 'https://www.oiseaux.net/photos/robert.hendrick/images/id/coucou.geai.rohe.1p.152.h.jpg', 'https://www.oiseaux.net/photos/christophe.mercier/images/id/coucou.geai.chme.1p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-pierre.trouillas/images/id/coucou.geai.jptr.4p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/id/coucou.geai.auau.1p.152.h.jpg', 'https://www.oiseaux.net/photos/aurelien.audevard/images/id/coucou.geai.auau.3p.152.h.jpg', 'https://www.oiseaux.net/photos/jacques.riviere/images/id/coucou.geai.jari.8p.152.h.jpg', 'https://www.oiseaux.net/photos/typhaine.lyon/images/id/coucou.geai.tyly.2p.152.h.jpg', 'https://www.oiseaux.net/photos/vincent.palomares/images/id/coucou.geai.vipa.5p.152.h.jpg', 'https://www.oiseaux.net/photos/jacques.riviere/images/id/coucou.geai.jari.9p.152.h.jpg', 'https://www.oiseaux.net/photos/vincent.palomares/images/id/coucou.geai.vipa.3p.152.h.jpg', 'https://www.oiseaux.net/photos/thomas.armand/images/coucou.geai.thar.1p.152.h.jpg', 'https://www.oiseaux.net/photos/stephane.merle/images/coucou.geai.stme.2p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.michel/images/coucou.geai.hemi.1p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.michel/images/coucou.geai.hemi.4p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.michel/images/coucou.geai.hemi.5p.152.h.jpg', 'https://www.oiseaux.net/photos/thierry.helsens/images/coucou.geai.thhe.6p.152.h.jpg']",https://www.oiseaux.net/chant/jean.roche/coucou.geai.1.mp3
Rougequeue à front blanc,Phoenicurus phoenicurus,15 cm,23 cm.,Passériformes,Muscicapidés,https://www.oiseaux.net/maps/images/rougequeue.a.front.blanc.200.w.jpg,"['https://www.oiseaux.net/photos/rene.dumoulin/images/id/rougequeue.a.front.blanc.redu.4p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.michel/images/id/rougequeue.a.front.blanc.hemi.7p.152.h.jpg', 'https://www.oiseaux.net/photos/roland.roger/images/id/rougequeue.a.front.blanc.roro.2p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.enoch/images/id/rougequeue.a.front.blanc.heen.6p.152.h.jpg', 'https://www.oiseaux.net/photos/nathalie.santa.maria/images/id/rougequeue.a.front.blanc.nasa.4p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/rougequeue.a.front.blanc.dico.1p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/rougequeue.a.front.blanc.dico.2p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/rougequeue.a.front.blanc.dico.3p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/rougequeue.a.front.blanc.dico.4p.152.h.jpg', 'https://www.oiseaux.net/photos/didier.collin/images/rougequeue.a.front.blanc.dico.6p.152.h.jpg', 'https://www.oiseaux.net/photos/timeo.constant/images/rougequeue.a.front.blanc.tico.1p.152.h.jpg', 'https://www.oiseaux.net/photos/adrien.cazin/images/rougequeue.a.front.blanc.adca.1p.152.h.jpg', 'https://www.oiseaux.net/photos/adrien.cazin/images/rougequeue.a.front.blanc.adca.2p.152.h.jpg', 'https://www.oiseaux.net/photos/adrien.cazin/images/rougequeue.a.front.blanc.adca.3p.152.h.jpg', 'https://www.oiseaux.net/photos/adrien.cazin/images/rougequeue.a.front.blanc.adca.4p.152.h.jpg', 'https://www.oiseaux.net/photos/antoine.coulondre/images/rougequeue.a.front.blanc.anco.1p.152.h.jpg', 'https://www.oiseaux.net/photos/antoine.coulondre/images/rougequeue.a.front.blanc.anco.2p.152.h.jpg']",https://www.oiseaux.net/chant/jean.roche/rougequeue.a.front.blanc.1.mp3
Puffin yelkouan,Puffinus yelkouan,40 cm,76 à 93 cm.,Procellariiformes,Procellariidés,https://www.oiseaux.net/maps/images/puffin.yelkouan.200.w.jpg,"['https://www.oiseaux.net/photos/vincent.lemoine/images/id/puffin.yelkouan.vile.2p.152.h.jpg', 'https://www.oiseaux.net/photos/yann.ponthieux/images/puffin.yelkouan.yapo.1p.152.h.jpg', 'https://www.oiseaux.net/photos/yann.ponthieux/images/puffin.yelkouan.yapo.8p.152.h.jpg', 'https://www.oiseaux.net/photos/frederic.baudat/images/puffin.yelkouan.frba.3p.152.h.jpg', 'https://www.oiseaux.net/photos/julien.daubignard/images/puffin.yelkouan.juda.1p.152.h.jpg', 'https://www.oiseaux.net/photos/gabriel.leboff/images/puffin.yelkouan.gale.3p.152.h.jpg', 'https://www.oiseaux.net/photos/gabriel.leboff/images/puffin.yelkouan.gale.2p.152.h.jpg', 'https://www.oiseaux.net/photos/gabriel.leboff/images/puffin.yelkouan.gale.1p.152.h.jpg', 'https://www.oiseaux.net/photos/yann.ponthieux/images/puffin.yelkouan.yapo.7p.152.h.jpg', 'https://www.oiseaux.net/photos/yann.ponthieux/images/puffin.yelkouan.yapo.5p.152.h.jpg', 'https://www.oiseaux.net/photos/yann.ponthieux/images/puffin.yelkouan.yapo.4p.152.h.jpg', 'https://www.oiseaux.net/photos/yann.ponthieux/images/puffin.yelkouan.yapo.3p.152.h.jpg', 'https://www.oiseaux.net/photos/yann.ponthieux/images/puffin.yelkouan.yapo.9p.152.h.jpg']",https://www.oiseaux.net/chant/stanislas.wroza/puffin.yelkouan.376912.mp3
Tarier de Sibérie,Saxicola maurus,14 cm,16 à 20 cm.,Passériformes,Muscicapidés,,"['https://www.oiseaux.net/photos/frederic.pelsy/images/id/tarier.de.siberie.frpe.3p.152.h.jpg', 'https://www.oiseaux.net/photos/frederic.pelsy/images/id/tarier.de.siberie.frpe.2p.152.h.jpg', 'https://www.oiseaux.net/photos/daniel.pernet/images/id/tarier.de.siberie.dape.3p.152.h.jpg', 'https://www.oiseaux.net/photos/singhal.sunil/images/id/tarier.de.siberie.sisu.4p.152.h.jpg', 'https://www.oiseaux.net/photos/singhal.sunil/images/id/tarier.de.siberie.sisu.1p.152.h.jpg', 'https://www.oiseaux.net/photos/herve.michel/images/id/tarier.de.siberie.hemi.2p.152.h.jpg', 'https://www.oiseaux.net/photos/lars.petersson/images/id/tarier.de.siberie.lape.1p.152.h.jpg', 'https://www.oiseaux.net/photos/frederic.pelsy/images/id/tarier.de.siberie.frpe.1p.152.h.jpg', 'https://www.oiseaux.net/photos/singhal.sunil/images/id/tarier.de.siberie.sisu.3p.152.h.jpg', 'https://www.oiseaux.net/photos/lars.petersson/images/id/tarier.de.siberie.lape.5p.152.h.jpg', 'https://www.oiseaux.net/photos/arpit.deomurari/images/id/tarier.de.siberie.arde.1p.152.h.jpg', 'https://www.oiseaux.net/photos/catherine.et.bernard.lanneluc/images/tarier.de.siberie.cala.1p.152.h.jpg', 'https://www.oiseaux.net/photos/stanislas.gallen/images/tarier.de.siberie.stan.1p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/tarier.de.siberie.jefe.1p.152.h.jpg', 'https://www.oiseaux.net/photos/jean-michel.fenerole/images/tarier.de.siberie.jefe.2p.152.h.jpg', 'https://www.oiseaux.net/photos/antoine.coulondre/images/tarier.de.siberie.anco.1p.152.h.jpg', 'https://www.oiseaux.net/photos/antoine.coulondre/images/tarier.de.siberie.anco.2p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/tarier.de.siberie.mafa.6p.152.h.jpg', 'https://www.oiseaux.net/photos/marc.fasol/images/tarier.de.siberie.mafa.7p.152.h.jpg']",https://www.oiseaux.net/chant/stanislas.wroza/tarier.de.siberie.486318.mp3
